balance,zero_activity_freq,zero_activity_day,cumulativeincome,lag_balance,lag_cumulativeincome,rolling_mean_balance,rolling_mean_cumulativeincome,rolling_std_cumulativeincome
-0.048707667738199234,-0.16431652009487152,0.002442820928990841,-0.006632347125560045,-0.018152177333831787,-0.008464938029646873,-0.028208579868078232,-0.0074050044640898705,-0.01809779554605484
-0.05692751333117485,-0.23599469661712646,0.0012319996021687984,-0.005711908917874098,-0.01784209907054901,-0.015018458478152752,-0.02828771434724331,-0.005899813957512379,-0.039352744817733765
-0.05248253419995308,-0.2345772236585617,0.0006451029912568629,-0.0047661904245615005,-0.01786413975059986,-0.007473296020179987,-0.02660376951098442,-0.005777317099273205,-0.0343896709382534
-0.0468282476067543,-0.22680383920669556,0.00024976677377708256,-0.010951901786029339,-0.01873987726867199,-0.00570470979437232,-0.027967574074864388,-0.007433510385453701,-0.02971545234322548
-0.060609038919210434,0.04345247149467468,0.0020455457270145416,-0.003145967610180378,-0.02634735405445099,-0.005247765686362982,-0.03197416663169861,-0.005974712315946817,-0.02494709938764572
-0.05565745010972023,0.03633324056863785,0.010401209816336632,-0.005401844158768654,-0.015182727947831154,-0.00926086213439703,-0.02318469062447548,-0.004973426926881075,-0.029518093913793564
-0.04516390338540077,0.041027117520570755,0.00626937672495842,-0.0015990984393283725,-0.024796579033136368,-0.008586779236793518,-0.028519105166196823,-0.0031851965468376875,-0.02922314964234829
-0.07963129878044128,-0.008746746927499771,-0.1938350647687912,-0.004549128003418446,-0.03736001253128052,-0.00765436002984643,-0.036693766713142395,-0.0035150283947587013,-0.04979480430483818
-0.06469321250915527,-0.24799413979053497,0.009726584888994694,-0.0075655970722436905,-0.03088800609111786,-0.005662263836711645,-0.035375531762838364,-0.004182540811598301,-0.05190252140164375
-0.05140549689531326,-0.19280719757080078,0.010256065055727959,-0.0034366347827017307,-0.01976197585463524,-0.005474724806845188,-0.027693739160895348,-0.003293931484222412,-0.02598361298441887
-0.0873628631234169,-0.022715626284480095,-0.20364032685756683,-0.006593676283955574,-0.028877871111035347,-0.011131628416478634,-0.027827085927128792,-0.008345883339643478,-0.04194290563464165
-0.09743589162826538,-0.1424533873796463,-0.20581845939159393,-0.002808190882205963,-0.044573985040187836,-0.0023320154286921024,-0.03112439066171646,-0.005962088238447905,0.02126079984009266
-0.04777108505368233,-0.24706600606441498,0.01700352132320404,-0.0027802460826933384,-0.023164086043834686,-0.00470790546387434,-0.022022530436515808,-0.002706850878894329,0.06428886204957962
-0.0767790898680687,-0.2503964602947235,0.0033152189571410418,-0.001940655754879117,-0.033619266003370285,-0.006491720676422119,-0.03266849368810654,-0.0023469438310712576,0.05825971066951752
-0.08845016360282898,-0.04580908268690109,-0.16568006575107574,-0.0037095854058861732,-0.028023790568113327,-0.00451704952865839,-0.02579103782773018,-0.003133215010166168,0.01169463898986578
-0.04677378013730049,-0.14938443899154663,0.01141302939504385,-0.004352756775915623,-0.029704250395298004,-0.009201199747622013,-0.030236726626753807,-0.006110991816967726,-0.01915564574301243
-0.04490920156240463,-0.2660020887851715,0.008657382801175117,-0.013613675720989704,-0.02189985103905201,-0.007810541428625584,-0.023152882233262062,-0.005778452847152948,-0.05388985574245453
-0.05767343193292618,-0.25385695695877075,0.012402575463056564,-0.00795009359717369,-0.020131731405854225,-0.00648801214993,-0.02311408333480358,-0.006231237202882767,-0.0619029775261879
-0.0455971322953701,-0.21097178757190704,0.010909875854849815,-0.004064797889441252,-0.015526112169027328,-0.006588097661733627,-0.027888355776667595,-0.006831629667431116,-0.0263203214854002
-0.04461264610290527,-0.2272052764892578,9.163159847958013e-05,-0.017376091331243515,-0.012768569402396679,-0.013920910656452179,-0.018055319786071777,-0.009571717120707035,-0.046018972992897034
-0.04798966273665428,-0.2359563410282135,0.013661078177392483,-0.003463299013674259,-0.016969572752714157,-0.005610779393464327,-0.02862812764942646,-0.0018970567034557462,-0.009678381495177746
-0.03877468407154083,0.04948965087532997,0.0015392778441309929,-0.002367595909163356,-0.01858353428542614,-0.005120975896716118,-0.027579786255955696,-0.0072828978300094604,-0.04052969068288803
-0.0530388243496418,0.022538721561431885,0.0037787342444062233,-0.0034937658347189426,-0.017534170299768448,-0.006939566694200039,-0.027519118040800095,-0.005683526396751404,-0.01705973595380783
-0.0376153327524662,0.03367781266570091,0.0030224663205444813,-0.008391513489186764,-0.015438872389495373,-0.004094553645700216,-0.020034698769450188,-0.004933795426040888,-0.02873781882226467
-0.0983298271894455,-0.009848282672464848,-0.18660274147987366,-0.007771798875182867,-0.04072155803442001,-0.010509979911148548,-0.04259132221341133,-0.00894112791866064,-0.07037189602851868
-0.03787700831890106,-0.26372700929641724,0.0025621673557907343,-0.0031703568529337645,-0.01727311499416828,-0.005460158456116915,-0.023073555901646614,-0.0032293733675032854,-0.030535243451595306
-0.05244104564189911,-0.22613036632537842,2.673662947927369e-06,-0.0033259487245231867,-0.024596715345978737,-0.0022979273926466703,-0.030307555571198463,-0.0029761751648038626,-0.050265174359083176
-0.03973172605037689,-0.22960872948169708,0.005855230148881674,-0.0019531217403709888,-0.016781147569417953,-0.004079190082848072,-0.027184663340449333,-0.006273818202316761,-0.032549284398555756
-0.04752195253968239,-0.2147890329360962,0.0023946999572217464,-0.0036065010353922844,-0.011104150675237179,-0.005480759311467409,-0.015140997245907784,-0.004196293652057648,-0.04608601704239845
-0.10849819332361221,-0.22074078023433685,0.0025960004422813654,-0.014827542006969452,-0.03492194041609764,-0.006656748242676258,-0.04352715611457825,-0.006250007078051567,-0.044556085020303726
-0.09679130464792252,-0.1886044442653656,0.01241606380790472,-0.005645325407385826,-0.03103325515985489,-0.004934775643050671,-0.03981029987335205,-0.004752477630972862,-0.0346146859228611
-0.06856822222471237,-0.01088577602058649,-0.19317632913589478,-0.007018410600721836,-0.03347702696919441,-0.00821072980761528,-0.031891483813524246,-0.008715441450476646,-0.02436508983373642
-0.04733867570757866,-0.18117229640483856,5.075968510936946e-05,-0.005428999196738005,-0.023478670045733452,-0.004000897519290447,-0.029930202290415764,-0.009509781375527382,-0.0675114318728447
-0.02779245562851429,-0.22847987711429596,0.0016913156723603606,-0.002975651528686285,-0.014875602908432484,-0.004836269188672304,-0.015245331451296806,-0.0024207194801419973,-0.03612062335014343
-0.04939321428537369,-0.201743483543396,0.006749343127012253,-0.004859336651861668,-0.019329367205500603,-0.009453024715185165,-0.026232456788420677,-0.005546371452510357,-0.04695265367627144
-0.06568168103694916,-0.23908016085624695,0.0074546607211232185,-0.005560861434787512,-0.032098814845085144,-0.017086965963244438,-0.04060031473636627,-0.008520768024027348,-0.029653439298272133
-0.0703006312251091,-0.28646376729011536,0.007463050540536642,-0.0019883899949491024,-0.02266497164964676,-0.0030697917100042105,-0.041164614260196686,-0.0026496651116758585,-0.04349781945347786
-0.059058841317892075,-0.23596444725990295,0.017166048288345337,-0.009496249258518219,-0.024864451959729195,-0.007834902964532375,-0.030849995091557503,-0.008678525686264038,-0.025247814133763313
-0.06209000200033188,0.040905438363552094,0.0013254050863906741,-0.016367340460419655,-0.021238334476947784,-0.016508355736732483,-0.03126896917819977,-0.00851715449243784,-0.07278211414813995
-0.05890386551618576,0.0254074614495039,0.016160953789949417,-0.0023913467302918434,-0.02703789435327053,-0.005530929658561945,-0.03998442739248276,-0.004321589600294828,-0.011009213514626026
-0.051752857863903046,0.04323858395218849,0.0075343893840909,-0.006013197358697653,-0.01866474561393261,-0.007474809885025024,-0.02819671668112278,-0.004714773036539555,-0.049107521772384644
-0.03761931508779526,0.035581544041633606,0.004836265929043293,-0.002448183251544833,-0.01689404435455799,-0.004518526140600443,-0.02319660224020481,-0.0024416078813374043,-0.07454697787761688
-0.03965410962700844,0.11109097301959991,0.01979345828294754,-0.0009043172467499971,-0.015237136743962765,-0.0016458035679534078,-0.018752241507172585,-0.0014209538931027055,-0.020590519532561302
-0.04518288001418114,0.027915846556425095,0.011212516576051712,-0.002867161063477397,-0.016856694594025612,-0.005405656527727842,-0.023320438340306282,-0.002887460868805647,-0.05496818944811821
-0.07328840345144272,0.03746441751718521,0.002760061528533697,-0.012970823794603348,-0.026945926249027252,-0.017129870131611824,-0.032881177961826324,-0.012141887098550797,-0.055969223380088806
-0.07122069597244263,-0.01045647356659174,-0.22497440874576569,-0.0071564363315701485,-0.03125198185443878,-0.012921668589115143,-0.0327630415558815,-0.008231326006352901,-0.04068469628691673
-0.07320406287908554,-0.2646089792251587,0.001972678117454052,-0.004940051585435867,-0.038545701652765274,-0.008071433752775192,-0.048642348498106,-0.006565149407833815,-0.02117852121591568
-0.0713835060596466,-0.197468101978302,0.001505302614532411,-0.005919824820011854,-0.028510816395282745,-0.01076558604836464,-0.0329667367041111,-0.009274528361856937,-0.05615945905447006
-0.025237975642085075,-0.2359830141067505,4.2346287045802455e-06,-0.0018483320018276572,-0.010340474545955658,-0.0017283466877415776,-0.012730589136481285,-0.0027825143188238144,-0.03925401717424393
-0.08165379613637924,-0.20194190740585327,0.003783006453886628,-0.013676690869033337,-0.028535423800349236,-0.014225682243704796,-0.044714197516441345,-0.010200764052569866,-0.08739817887544632
-0.09850268065929413,-0.2621847093105316,0.003981317859143019,-0.010716882534325123,-0.04205764830112457,-0.015934085473418236,-0.05030085891485214,-0.011514585465192795,-0.07795603573322296
-0.0850796103477478,-0.24619394540786743,0.006444524507969618,-0.008427077904343605,-0.03463421016931534,-0.008469938300549984,-0.0390203520655632,-0.006927895359694958,-0.05335955321788788
-0.08072031289339066,0.042278800159692764,0.006930084433406591,-0.006373003590852022,-0.031071621924638748,-0.006621780339628458,-0.04882986843585968,-0.004132227972149849,-0.013128519989550114
-0.040407877415418625,0.027273977175354958,0.017000878229737282,-0.0029432892333716154,-0.014563820324838161,-0.007083931937813759,-0.01879720389842987,-0.003408429678529501,-0.035751428455114365
-0.03858766332268715,0.021955382078886032,0.0002928564208559692,-0.002323057735338807,-0.02311094105243683,-0.004182283766567707,-0.02767089568078518,-0.0035405850503593683,-0.027347490191459656
-0.04653763398528099,0.042127348482608795,0.0002616825804580003,-0.0015728228027001023,-0.022227689623832703,-0.0027409689500927925,-0.025147002190351486,-0.001299059484153986,-0.008123194798827171
-0.02371971309185028,0.039883360266685486,0.0018972515827044845,-0.01070732157677412,-0.009624809958040714,-0.012373638339340687,-0.00987305399030447,-0.008560752496123314,-0.028929147869348526
-0.05562678724527359,0.03617491200566292,0.0021304257679730654,-0.009109172970056534,-0.03138704597949982,-0.012883862480521202,-0.04254034906625748,-0.007433103863149881,-0.026690252125263214
-0.02501503750681877,0.029860690236091614,0.0013587878784164786,-0.002043170854449272,-0.011350076645612717,-0.0033880663104355335,-0.015566586516797543,-0.002225309144705534,-0.046559061855077744
-0.04499597102403641,-0.010473091155290604,-0.22011996805667877,-0.008392369374632835,-0.015700703486800194,-0.007834667339920998,-0.016886265948414803,-0.006161937024444342,-0.022390885278582573
-0.040379296988248825,-0.20523424446582794,0.0034913283307105303,-0.005728023126721382,-0.012062221765518188,-0.005908581428229809,-0.016812259331345558,-0.004903065040707588,-0.024670682847499847
-0.051429323852062225,-0.1999250203371048,0.0035914003383368254,-0.0007988290744833648,-0.017229851335287094,-0.0008259176975116134,-0.023185689002275467,-0.000529408804140985,-0.02101169526576996
-0.059202905744314194,-0.2499525249004364,0.00859300047159195,-0.0018988159717991948,-0.01982019655406475,-0.002626776695251465,-0.026924168691039085,-0.0012991067487746477,-0.019677529111504555
-0.07049644738435745,-0.2594304084777832,0.007991902530193329,-0.0038515436463057995,-0.025525614619255066,-0.006192142143845558,-0.03560016304254532,-0.002597667509689927,-0.023137276992201805
-0.048413705080747604,-0.25167611241340637,0.014855473302304745,-0.0017877480713650584,-0.02203851006925106,-0.004158882424235344,-0.02919178083539009,-0.0030298575293272734,-0.07728974521160126
-0.10531411319971085,-0.17485886812210083,0.016899852082133293,-0.004060542676597834,-0.052951835095882416,-0.006165779195725918,-0.05360007286071777,-0.002911132760345936,-0.05262468382716179
-0.0772179514169693,0.05592002719640732,0.010956734418869019,-0.006949038710445166,-0.023959670215845108,-0.009281426668167114,-0.04101673141121864,-0.005033446941524744,-0.06822719424962997
-0.09549891203641891,-0.008841690607368946,-0.16893838346004486,-0.006682246923446655,-0.025918075814843178,-0.009083054959774017,-0.02808227390050888,-0.005137193948030472,-0.036274105310440063
-0.027886077761650085,-0.2148900181055069,0.0016140129882842302,-0.0013831302057951689,-0.009317836724221706,-0.002548683201894164,-0.019167713820934296,-0.0022932938300073147,-0.01980051025748253
-0.0676993876695633,-0.16863039135932922,0.003010468790307641,-0.009177998639643192,-0.02991536445915699,-0.012561124749481678,-0.03451486676931381,-0.007923231460154057,-0.03187786042690277
-0.05816575884819031,-0.24646641314029694,0.007782987784594297,-0.0036045245360583067,-0.022720174863934517,-0.005301750730723143,-0.03788172826170921,-0.003828400978818536,-0.13755013048648834
-0.06599059700965881,-0.23231695592403412,0.014963317662477493,-0.0039032273925840855,-0.03157353028655052,-0.004694729577749968,-0.031076626852154732,-0.0035091734025627375,-0.07303214818239212
-0.06776253879070282,-0.19536207616329193,0.0034588018897920847,-0.004673617891967297,-0.02968866191804409,-0.008166709914803505,-0.037439655512571335,-0.005163091234862804,-0.03554106876254082
-0.032104190438985825,-0.19120800495147705,0.014724097214639187,-0.001505923573859036,-0.012238109484314919,-0.002792710904031992,-0.01374843344092369,-0.0035930543672293425,-0.017021426931023598
-0.036562591791152954,0.013718378730118275,0.01166108250617981,-0.003035828238353133,-0.01543079037219286,-0.006392269860953093,-0.018581917509436607,-0.004019307903945446,-0.03525296598672867
-0.04076935723423958,0.03979234769940376,0.002001510700210929,-0.0021530312951654196,-0.011765914969146252,-0.002141751581802964,-0.02029086835682392,-0.001532522845081985,-0.021862074732780457
-0.08046425133943558,0.012417728081345558,0.005382077302783728,-0.012958208099007607,-0.03172346204519272,-0.007808770518749952,-0.04066119343042374,-0.005125482100993395,-0.028166592121124268
-0.0452970452606678,0.06022560968995094,0.00015704840188845992,-0.00384228746406734,-0.021727122366428375,-0.005845441948622465,-0.02627946436405182,-0.0037264376878738403,-0.02734878472983837
-0.0411965511739254,0.030726458877325058,0.01107069756835699,-0.01576141268014908,-0.029186701402068138,-0.013820366933941841,-0.033732034265995026,-0.012859880924224854,-0.037262700498104095
-0.07208678871393204,0.04098562151193619,0.012918177992105484,-0.005551002454012632,-0.02424021065235138,-0.007433295715600252,-0.04506201669573784,-0.005005170591175556,-0.03873543068766594
-0.052890386432409286,0.05376921966671944,0.0002326067042304203,-0.003333701752126217,-0.019891617819666862,-0.011391588486731052,-0.03102300316095352,-0.005889531224966049,-0.023407187312841415
-0.03457384929060936,0.04020734131336212,0.00045581377344205976,-0.0016821883618831635,-0.02080739475786686,-0.0024973805993795395,-0.02312648296356201,-0.0014562788419425488,-0.014708348549902439
-0.04357748106122017,0.049437183886766434,0.004900697618722916,-0.0044533913023769855,-0.01812325045466423,-0.007821144536137581,-0.029693061485886574,-0.006025800481438637,-0.05716642364859581
-0.04043217748403549,0.05163495987653732,0.004953710362315178,-0.003913928754627705,-0.015239967033267021,-0.007514527998864651,-0.02182825841009617,-0.004705796949565411,-0.016527988016605377
-0.04126685485243797,0.037927232682704926,0.006210039835423231,-0.0029800154734402895,-0.016353316605091095,-0.005868269130587578,-0.022745786234736443,-0.0034300601109862328,-0.03253941237926483
-0.060278791934251785,0.04896397143602371,0.0032290073577314615,-0.018223078921437263,-0.024742495268583298,-0.013345598243176937,-0.0363006554543972,-0.008725057356059551,-0.07377611845731735
-0.041312724351882935,0.02551291510462761,0.004136935342103243,-0.0006599473999813199,-0.014195230789482594,-0.001364038442261517,-0.020929791033267975,-0.0007409864920191467,-0.025389818474650383
-0.058383554220199585,0.03628791496157646,0.003921231254935265,-0.009554502554237843,-0.022403961047530174,-0.005511634983122349,-0.03162915259599686,-0.0033879224210977554,-0.04343845695257187
-0.044325508177280426,0.05037118121981621,0.015089578926563263,-0.0026674773544073105,-0.024888159707188606,-0.004105894360691309,-0.029558882117271423,-0.0020922620315104723,-0.07981418818235397
-0.06672695279121399,0.03635561838746071,0.006592990830540657,-0.005899128969758749,-0.024951091036200523,-0.011977280490100384,-0.04580716788768768,-0.005374947562813759,-0.06614911556243896
-0.030186867341399193,0.028496455401182175,0.00788063369691372,-0.0013619516976177692,-0.009925140999257565,-0.004141028504818678,-0.01602342166006565,-0.002544789109379053,-0.013118122704327106
-0.06380115449428558,0.069890096783638,0.006888133939355612,-0.00853649340569973,-0.02713445946574211,-0.010931556113064289,-0.04174603894352913,-0.00756023358553648,-0.024341344833374023
-0.05575825646519661,0.03765140101313591,0.013628805056214333,-0.004121807403862476,-0.018328623846173286,-0.0076566580682992935,-0.02889874204993248,-0.0031031793914735317,-0.028179621323943138
-0.03575250878930092,0.019411254674196243,0.001053968328051269,-0.004014784004539251,-0.016988886520266533,-0.01397237740457058,-0.015869036316871643,-0.0076106153428554535,-0.060820940881967545
-0.07518377900123596,0.07045504450798035,0.0027393633499741554,-0.0030593913979828358,-0.03063170239329338,-0.009278902783989906,-0.04681728780269623,-0.009261046536266804,-0.05892704054713249
-0.05248606204986572,0.0464034378528595,0.0014340376947075129,-0.010537398979067802,-0.018167216330766678,-0.0145100187510252,-0.023020269349217415,-0.009042862802743912,-0.0384906642138958
-0.0441155806183815,0.039838165044784546,0.0026033278554677963,-0.01052633672952652,-0.013170978054404259,-0.009799455292522907,-0.020922215655446053,-0.008332236669957638,-0.038777709007263184
-0.031402409076690674,0.047518204897642136,0.006951535120606422,-0.0004079800855834037,-0.00901222974061966,-0.0011232350952923298,-0.01491768378764391,-0.0005418583750724792,-0.021425733342766762
-0.04444500803947449,0.031227273866534233,0.000831669254694134,-0.0036121667362749577,-0.016855506226420403,-0.007775581907480955,-0.02565486915409565,-0.004246304742991924,-0.01660306751728058
-0.04256622865796089,0.026700716465711594,0.00926064234226942,-0.0033123039174824953,-0.013381264172494411,-0.007048106752336025,-0.020871510729193687,-0.00403280695900321,-0.029782677069306374
-0.04348481073975563,0.06084015965461731,0.00453118747100234,-0.0012070133816450834,-0.019459113478660583,-0.002573670819401741,-0.022168293595314026,-0.001351476414129138,-0.02962697483599186
-0.07123304903507233,0.029375247657299042,0.008680840954184532,-0.00857817754149437,-0.031353630125522614,-0.016476185992360115,-0.032833922654390335,-0.010334322229027748,-0.04181739315390587
-0.06828940659761429,0.06667663902044296,0.004257841035723686,-0.0045822542160749435,-0.021033454686403275,-0.018950842320919037,-0.040676265954971313,-0.008883362635970116,-0.04584907367825508
-0.03861313313245773,0.05333656817674637,0.0017659104196354747,-0.0066683124750852585,-0.014699006453156471,-0.005398649722337723,-0.024729372933506966,-0.004084636457264423,-0.02362513542175293
-0.05673687532544136,0.040942639112472534,0.007907746359705925,-0.01104219164699316,-0.016184769570827484,-0.007747868075966835,-0.02717449516057968,-0.00932053942233324,-0.06090570613741875
-0.024353954941034317,0.03893720358610153,9.547274385113269e-05,-0.010832109488546848,-0.014970269985496998,-0.010749585926532745,-0.014698253944516182,-0.00671880878508091,-0.05140199512243271
-0.03285124525427818,0.04200386628508568,0.012354066595435143,-0.010661573149263859,-0.013021216727793217,-0.008501232601702213,-0.02069087326526642,-0.0057266755029559135,-0.01515256892889738
-0.054680515080690384,0.05017820745706558,0.005656998138874769,-0.009463831782341003,-0.025843925774097443,-0.012882850132882595,-0.03617801144719124,-0.007462437730282545,-0.08995001763105392
-0.05614767596125603,0.0482906736433506,7.138536602724344e-05,-0.00495537742972374,-0.021686458960175514,-0.00992667768150568,-0.03872649744153023,-0.004179082345217466,-0.034829553216695786
-0.047234684228897095,0.03165089339017868,0.0011686013313010335,-0.009930230677127838,-0.02772822417318821,-0.0069530922919511795,-0.02954498678445816,-0.007310701534152031,-0.0699528157711029
-0.04990668594837189,0.03522548824548721,0.001598216942511499,-0.0038999742828309536,-0.019440772011876106,-0.00745904678478837,-0.028691742569208145,-0.0035065251868218184,-0.04361524060368538
-0.01846851408481598,0.02480894885957241,0.013172825798392296,-0.0053272126242518425,-0.010529080405831337,-0.003586610546335578,-0.011802312918007374,-0.0033618363086134195,-0.040883637964725494
-0.026345932856202126,0.03499377891421318,3.600101263145916e-05,-0.0012224508682265878,-0.011054948903620243,-0.006539789028465748,-0.01271097268909216,-0.0033698242623358965,-0.04087352380156517
-0.05749408155679703,0.016558879986405373,0.002595068421214819,-0.0030452876817435026,-0.025853965431451797,-0.012846262194216251,-0.03669877350330353,-0.0033291070722043514,-0.10196465253829956
-0.020974045619368553,0.015888705849647522,0.006241432391107082,-0.0020251839887350798,-0.012392736971378326,-0.0033169828820973635,-0.017415989190340042,-0.004282742273062468,-0.038091789931058884
-0.06661662459373474,0.05450943857431412,0.008620847016572952,-0.0030008619651198387,-0.022976690903306007,-0.004319147206842899,-0.03691698610782623,-0.0028286343440413475,-0.03730451688170433
-0.03390121087431908,0.037611860781908035,0.0019910193514078856,-0.008518674410879612,-0.013894345611333847,-0.00747651094570756,-0.023388706147670746,-0.005245142616331577,-0.045381270349025726
-0.035392023622989655,0.07413211464881897,0.009481659159064293,-0.0028473278507590294,-0.0152556411921978,-0.006457788869738579,-0.020539309829473495,-0.004895774181932211,-0.0764097273349762
-0.05882154032588005,0.04260320961475372,0.00647988636046648,-0.00624774768948555,-0.018541613593697548,-0.0043802205473184586,-0.034784916788339615,-0.004169587977230549,-0.04731307178735733
-0.042683277279138565,0.043192099779844284,0.004812304861843586,-0.0029920311644673347,-0.020211877301335335,-0.004879760090261698,-0.02196880616247654,-0.004132128320634365,-0.0297178216278553
-0.08509346097707748,0.08335330337285995,0.021757202222943306,-0.0030191102996468544,-0.032979048788547516,-0.006475234404206276,-0.050062160938978195,-0.007232187315821648,-0.03559434041380882
-0.05631556361913681,0.023776622489094734,8.245299250120297e-05,-0.0028132074512541294,-0.01678583025932312,-0.004679241683334112,-0.02509228140115738,-0.002939357189461589,-0.029192456975579262
-0.054486870765686035,0.20412631332874298,0.016145333647727966,-0.007441428955644369,-0.0188896507024765,-0.007030886597931385,-0.025432176887989044,-0.005130786914378405,-0.030130676925182343
-0.07193472236394882,0.0501602441072464,0.0,-0.002043110318481922,-0.030889322981238365,-0.00937655009329319,-0.03704801946878433,-0.008311317302286625,-0.07910902053117752
-0.06630413979291916,0.048469386994838715,0.005780422128736973,-0.0028495679143816233,-0.0233498215675354,-0.00419586431235075,-0.03498106077313423,-0.003436923725530505,-0.056204795837402344
-0.05111081153154373,0.06749320030212402,0.009282510727643967,-0.0006649229908362031,-0.02108396217226982,-0.0006113676936365664,-0.029412243515253067,-0.0033984992187470198,-0.006352311931550503
-0.04974961653351784,0.006292358506470919,0.011718391440808773,-0.006648612208664417,-0.026285676285624504,-0.009790913201868534,-0.034127816557884216,-0.0068000187166035175,-0.022150544449687004
-0.04209073632955551,0.026713380590081215,0.00939038023352623,-0.002579892985522747,-0.014624979346990585,-0.003027130151167512,-0.020085878670215607,-0.0029343930073082447,-0.05458187684416771
-0.03935897722840309,0.05186590179800987,0.01056529302150011,-0.004365202970802784,-0.027909141033887863,-0.0051623000763356686,-0.024226536974310875,-0.0060870470479130745,-0.02427111379802227
-0.0225748922675848,0.03073897771537304,0.010728168301284313,-0.0018480282742530107,-0.011022661812603474,-0.0035016729962080717,-0.012220588512718678,-0.0020855730399489403,-0.05404264107346535
-0.03121638298034668,0.06929495185613632,0.00554247573018074,-0.004626452457159758,-0.0143341775983572,-0.011225626803934574,-0.017173347994685173,-0.010376980528235435,-0.06646744906902313
-0.07147931307554245,0.013477755710482597,0.0014113271608948708,-0.010542268864810467,-0.025868849828839302,-0.010040280409157276,-0.03206273168325424,-0.005507124587893486,-0.05617877468466759
-0.023239385336637497,0.057908859103918076,0.003771837567910552,-0.0037762715946882963,-0.013444461859762669,-0.006233394145965576,-0.014614288695156574,-0.004704654682427645,-0.06094592064619064
