balance,zero_activity_freq,cumulativeincome,lag_balance,lag_cumulativeincome,rolling_mean_balance,rolling_mean_cumulativeincome,rolling_std_cumulativeincome,balance_error_flag,has_trigger
-0.011465150013426847,-0.073279669311574,-0.004665927147701511,-0.013960131482595268,-0.00389207901255602,-0.011308377622042468,-0.00019299620475593526,-0.018543690970770934,-0.09479212504502388,-0.046782951182275496
-0.01238583806467659,-0.07331445768030188,-0.0027273122167905915,-0.01865256228614047,0.001585754017857266,-0.009873467448841747,0.002338458850839883,-0.019218253410295993,-0.09722927765620303,-0.04940630825120452
-0.01308458778369286,-0.07342269245794011,-0.0032351170302389433,-0.017961634737830703,-0.002498016403300153,-0.009728866476380976,0.0037900820636720955,-0.01964555190946684,-0.09710767638714153,-0.04598936707574986
-0.011595577440141058,-0.07201721337997058,-0.005189401517790347,-0.02062163512965763,-0.0016438807902299161,-0.009868133928688325,0.0031832053156922724,-0.01687325033445715,-0.09841033859421873,-0.045847363124396294
-0.012939234945412643,-0.07274710654357018,-0.0031783254492242035,-0.017185661546536585,-0.0010354907351133806,-0.011268167229305435,0.0010706081184587712,-0.01827884811588497,-0.09756535779266182,-0.04575617030387431
-0.014019432141973856,-0.07309188015714248,-0.0031852562123297866,-0.02083275688621827,-0.0018713974502027081,-0.00599366768393482,0.002274276568976219,-0.019513285418205756,-0.09880692618293657,-0.04384360950437857
-0.011144769953862767,-0.07313919193297289,-0.003429391394688329,-0.020554481052387327,-0.0002938870260961917,-0.01204083066142144,0.0034339398161663537,-0.018303762058422754,-0.09719145927891193,-0.04622029657510337
-0.0129110065159721,-0.07413749682093389,-0.0040854110766546225,-0.01767097123469021,0.001262119861196509,-0.010396258030771354,0.0027103725148177496,-0.019179175375333313,-0.0992103876460822,-0.045266087038482714
-0.010660535542129338,-0.07215338315591224,-0.0011629960463358567,-0.020219515185508463,-0.0022212803636352534,-0.010324878406971112,0.000532498986033747,-0.01968374987864379,-0.1006505066020203,-0.0423400731083683
-0.013762071519017123,-0.07317914952946306,-0.0031235969731706137,-0.01738599557293972,-0.0011918799252900567,-0.008977218843646915,0.0012175566136998772,-0.017117949749498113,-0.0991530832336665,-0.04621114974497481
-0.012107392295727545,-0.07291262695997863,-0.002225116479754836,-0.015048588322989392,-0.003122165372419989,-0.01180235852752688,0.0024808370711958405,-0.019014686388899825,-0.09907776147058654,-0.04605481136119957
-0.014793628609737066,-0.07149351716162332,-0.0035063453151482223,-0.01766566992153668,0.00026740708554218173,-0.011192986529222109,-0.00041202636569802786,-0.01777429124757384,-0.09424083327037625,-0.04807290638859117
-0.011658226448765192,-0.07286949528610932,-0.0034965915650967613,-0.02031069356451773,-0.000479017512482971,-0.009749354075933622,-0.0007821948423933239,-0.015406673226645302,-0.10022577128923647,-0.04390693350987513
-0.010629046918157189,-0.0746234935012428,-0.0018007394260157092,-0.019423802721475477,-0.0006029902179075508,-0.013063984177729327,0.0029133891096631667,-0.017769828960525612,-0.10220262151630162,-0.04169889399973768
-0.016244384086875945,-0.07444914339952215,-0.0004767464599742671,-0.018431220480439013,9.506065071979153e-05,-0.011738958987703016,0.004644936571638178,-0.019342946123184976,-0.09656932280692432,-0.046392712014922684
-0.010336514928153689,-0.07521827011677673,-0.001176035235500781,-0.01759407334318005,0.0005089257602148844,-0.011133156033592821,0.0015751971481547597,-0.020871874928277457,-0.09981460227256235,-0.04484749003348394
-0.009499094841117925,-0.0708862400235177,-0.004822194095029148,-0.020920195639865004,0.0016663737428696535,-0.010865127626025938,-0.0005700806068890193,-0.021586779460296877,-0.09948389430036488,-0.041940365086415916
-0.012124745715104704,-0.07156866950358683,-0.006965991423860974,-0.017586217546779144,0.0009699786327297955,-0.009508261379486337,0.0032892927167075398,-0.02114766095684186,-0.0963279254130471,-0.04793434726207267
