zero_activity_freq,rolling_mean_inflows,rolling_std_inflows,gross_activity,inflows,lag_inflows,inflow_diff,income_diff,balance_change,balance_anomaly_flag
0.2350094155108684,0.11347159001978463,0.11434183824611381,0.0638614224647183,0.05268878498134414,0.057627412327513027,0.06368818065168418,0.1631524950057117,0.2039171948589429,0.0
0.2350757369041668,0.11347150355552776,0.11434166220545278,0.06386116101858995,0.05268878498134414,0.057627412327513027,0.06368809452583796,0.1630867836893058,0.2039171948589429,0.0
0.2350094155108684,0.11347159001978463,0.11434183824611381,0.0638614224647183,0.05268878498134414,0.057627412327513027,0.06368818065168418,0.1631524950057117,0.2039171948589429,0.0
0.2350094155108684,0.11347159001978463,0.11434183824611381,0.0638614224647183,0.05268878498134414,0.057627412327513027,0.06368818065168418,0.1631524950057117,0.2039171948589429,0.0
0.2350094155108684,0.11347159001978463,0.11434183824611381,0.0638614224647183,0.05268878498134414,0.057627412327513027,0.06368818065168418,0.1631524950057117,0.2039171948589429,0.0
0.2350094155108684,0.11347159001978463,0.11434183824611381,0.0638614224647183,0.05268878498134414,0.057627412327513027,0.06368818065168418,0.1631524950057117,0.2039171948589429,0.0
0.2350094155108684,0.11347159001978463,0.11434183824611381,0.0638614224647183,0.05268878498134414,0.057627412327513027,0.06368818065168418,0.1631524950057117,0.2039171948589429,0.0
0.2350094155108684,0.11347159001978463,0.11434183824611381,0.0638614224647183,0.05268878498134414,0.057627412327513027,0.06368818065168418,0.1631524950057117,0.2039171948589429,0.0
0.2350094155108684,0.11347159001978463,0.11434183824611381,0.0638614224647183,0.05268878498134414,0.057627412327513027,0.06368818065168418,0.1631524950057117,0.2039171948589429,0.0
0.2350757369041668,0.11347150355552776,0.11434166220545278,0.06386116101858995,0.05268878498134414,0.057627412327513027,0.06368809452583796,0.1630867836893058,0.2039171948589429,0.0
0.2350094155108684,0.11347159001978463,0.11434183824611381,0.0638614224647183,0.05268878498134414,0.057627412327513027,0.06368818065168418,0.1631524950057117,0.2039171948589429,0.0
0.2350094155108684,0.11347159001978463,0.11434183824611381,0.0638614224647183,0.05268878498134414,0.057627412327513027,0.06368818065168418,0.1631524950057117,0.2039171948589429,0.0
0.2350094155108684,0.11347159001978463,0.11434183824611381,0.0638614224647183,0.05268878498134414,0.057627412327513027,0.06368818065168418,0.1631524950057117,0.2039171948589429,0.0
0.2350094155108684,0.11347159001978463,0.11434183824611381,0.0638614224647183,0.05268878498134414,0.057627412327513027,0.06368818065168418,0.1631524950057117,0.2039171948589429,0.0
0.2350094155108684,0.11347159001978463,0.11434183824611381,0.0638614224647183,0.05268878498134414,0.057627412327513027,0.06368818065168418,0.1631524950057117,0.2039171948589429,0.0
0.2350094155108684,0.11347159001978463,0.11434183824611381,0.0638614224647183,0.05268878498134414,0.057627412327513027,0.06368818065168418,0.1631524950057117,0.2039171948589429,0.0
0.235361600550566,0.11344751551570828,0.11434166220545278,0.06386116101858995,0.05267305218324768,0.057627412327513027,0.06368669000745959,0.1629395610158813,0.2038196792422625,0.0
