clientid,transactiondate,inflows,outflows,balance,inflow_spike,outflow_spike,client_tenure,cumulativeincome,anomaly_score_pred
B6D89A91-C40E-F011-B304-005056A80461,2025-04-21,0.0,0.0,7024029.678334,0,0,-1.1857246710418914,1.3684553726333157,3.628490048377177
B6D89A91-C40E-F011-B304-005056A80461,2025-04-22,0.0,0.0,7025285.749915,0,0,-1.169940093869583,1.4473217600679993,3.6402982076860466
B6D89A91-C40E-F011-B304-005056A80461,2025-04-23,0.0,0.0,7026523.763678,0,0,-1.1541555166972746,1.5250543308538904,3.654261266176809
B6D89A91-C40E-F011-B304-005056A80461,2025-04-24,0.0,0.0,7027777.1152,0,0,-1.138370939524966,1.603749930866755,3.6704147493247943
B6D89A91-C40E-F011-B304-005056A80461,2025-04-25,0.0,0.0,7029000.338328,0,0,-1.1225863623526575,1.6805538253192591,3.6887731886289905
B6D89A91-C40E-F011-B304-005056A80461,2025-04-26,0.0,0.0,7030223.436298,0,0,-1.106801785180349,1.7573498613348173,3.7089466058688316
B6D89A91-C40E-F011-B304-005056A80461,2025-04-27,0.0,0.0,7031446.40911,0,0,-1.0910172080080405,1.8341380389134299,3.7310374606073466
B6D89A91-C40E-F011-B304-005056A80461,2025-04-28,0.0,0.0,7032687.765308,0,0,-1.075232630835732,1.9120804749471878,3.7552741959003533
B6D89A91-C40E-F011-B304-005056A80461,2025-04-29,0.0,0.0,7033929.07793,0,0,-1.0594480536634237,1.9900201749253337,3.781888922547769
B6D89A91-C40E-F011-B304-005056A80461,2025-04-30,0.0,0.0,7035137.02031,0,0,-1.0436634764911152,2.0658646197650214,3.8101683886073063
B6ECD8FB-336F-EF11-B2FE-005056A80461,2024-11-05,0.0,0.0,3001641.380611,0,0,-1.4698470601434441,-0.03726400589083352,2.6430952865096633
B6ECD8FB-336F-EF11-B2FE-005056A80461,2024-11-06,0.0,0.0,3002459.578455,0,0,-1.4540624829711355,0.014109107822760564,2.165410349894899
B6ECD8FB-336F-EF11-B2FE-005056A80461,2024-11-07,0.0,0.0,3003290.234449,0,0,-1.438277905798827,0.06626444549514943,2.0460636409611785
B6ECD8FB-336F-EF11-B2FE-005056A80461,2024-11-10,0.0,0.0,3005836.80706,0,0,-1.3909241742819016,0.22615898113123603,2.036220170924884
B6ECD8FB-336F-EF11-B2FE-005056A80461,2024-11-30,0.0,0.0,3021875.487021,0,0,-1.075232630835732,1.2331977254821633,2.0366201461374787
B6ECD8FB-336F-EF11-B2FE-005056A80461,2024-12-01,0.0,0.0,3022661.535075,0,0,-1.0594480536634237,-0.09096873884256226,2.4737802313473782
B6ECD8FB-336F-EF11-B2FE-005056A80461,2024-12-02,0.0,0.0,3023442.248515,0,0,-1.0436634764911152,-0.041949200811548785,2.8007780294960414
B6ECD8FB-336F-EF11-B2FE-005056A80461,2024-12-03,0.0,0.0,3024148.050424,0,0,-1.0278788993188066,0.002366782170103747,2.9620626126591114
B6ECD8FB-336F-EF11-B2FE-005056A80461,2024-12-04,0.0,0.0,3024892.345612,0,0,-1.0120943221464982,0.0490996862103702,2.9634670841175317
B6ECD8FB-336F-EF11-B2FE-005056A80461,2024-12-05,0.0,0.0,3025635.352178,0,0,-0.9963097449741897,0.09575168008321773,2.8038879667058625
B6ECD8FB-336F-EF11-B2FE-005056A80461,2024-12-06,0.0,0.0,3026374.91406,0,0,-0.9805251678018813,0.14218738868455408,2.4703411445671817
B6ECD8FB-336F-EF11-B2FE-005056A80461,2024-12-28,0.0,0.0,3042176.251543,0,0,-0.6332644700110946,1.1343238423477535,2.0345708571104226
B6ECD8FB-336F-EF11-B2FE-005056A80461,2024-12-29,0.0,0.0,3042879.778429,0,0,-0.6174798928387862,1.1784969808864183,2.037723401736817
B6ECD8FB-336F-EF11-B2FE-005056A80461,2024-12-30,0.0,0.0,3043583.546949,0,0,-0.6016953156664777,1.2226852911724175,2.041605155253028
B6ECD8FB-336F-EF11-B2FE-005056A80461,2024-12-31,0.0,0.0,3044284.78583,0,0,-0.5859107384941693,1.2667147701525732,2.046195447499343
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-01,0.0,0.0,3044979.478109,0,0,-0.5701261613218608,-0.09670479724443275,2.5221398582340098
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-02,0.0,0.0,3045671.584657,0,0,-0.5543415841495523,-0.053248720388372146,2.8754272308377335
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-03,0.0,0.0,3046351.884721,0,0,-0.5385570069772438,-0.010533950600690647,3.047820049732876
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-04,0.0,0.0,3047045.67367,0,0,-0.5227724298049353,0.033027761070370566,3.048513271086097
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-05,0.0,0.0,3047739.396488,0,0,-0.5069878526326269,0.07658532049951636,2.876967196970948
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-06,0.0,0.0,3048422.229719,0,0,-0.4912032754603184,0.11945914310956941,2.5164133168873573
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-14,0.0,0.0,3053818.305806,0,0,-0.36492665808185054,0.4582686773286022,2.0326528832491806
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-15,0.0,0.0,3054410.908369,0,0,-0.3491420809095421,0.49547708490290315,2.032804046201486
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-16,0.0,0.0,3055057.769313,0,0,-0.3333575037372336,0.5360922748312145,2.0329409794252076
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-17,0.0,0.0,3055713.374837,0,0,-0.31757292656492514,0.5772565205973186,2.0330914578741655
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-18,0.0,0.0,3056368.555474,0,0,-0.3017883493926166,0.6183940885026502,2.0332597726596906
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-19,0.0,0.0,3057023.672738,0,0,-0.28600377222030815,0.6595276773357328,2.033438433414406
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-21,0.0,0.0,3058251.847099,0,0,-0.2544346178756912,0.7366424504562714,2.033764058814792
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-22,0.0,0.0,3058828.401041,0,0,-0.23865004070338272,0.7728431951069586,2.0339363405388773
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-23,0.0,0.0,3059428.63411,0,0,-0.22286546353107425,0.8105307078943874,2.034139867926551
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-24,0.0,0.0,3060023.721409,0,0,-0.20708088635876576,0.8478951273990696,2.034392540135271
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-25,0.0,0.0,3060639.777877,0,0,-0.1912963091864573,0.8865761618415889,2.0344372548587923
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-26,0.0,0.0,3061255.773879,0,0,-0.1755117320141488,0.9252533997369572,2.0346269869102924
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-27,0.0,0.0,3061850.039857,0,0,-0.15972715484184033,0.9625662500307965,2.0347645547301227
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-28,0.0,0.0,3062461.404976,0,0,-0.14394257766953186,1.0009527234360138,2.035221345428329
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-29,0.0,0.0,3063059.940172,0,0,-0.12815800049722337,1.0385336299504733,2.036144257327582
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-30,0.0,0.0,3063660.460113,0,0,-0.11237342332491489,1.0762391548947237,2.03758162666334
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-01-31,0.0,0.0,3064264.914641,0,0,-0.09658884615260642,1.1141917252044062,2.0395571431778343
B6ECD8FB-336F-EF11-B2FE-005056A80461,2025-02-01,0.0,0.0,3064867.15147,0,0,-0.08080426898029794,-0.10250990218466467,2.405993170557057
