anomaly_score_adjusted,has_trigger,balance_error_flag,has_activity,inflow_spike,outflow_to_inflow,outflow_spike,balance,cumulativeincome,rolling_income_std,incomedistribution,zero_activity_freq,rolling_30_balance_std,ratio,rolling_30_inflows_mean,is_income_distribution_day,gross_activity,clientid,fundname,transactiondate,anomaly_score,is_first_transaction,inflows,outflows,client_tenure,dayofweek,month,is_weekend,lag_inflows,rolling_mean_inflows,rolling_std_inflows,lag_balance,rolling_mean_balance,rolling_std_balance,lag_cumulativeincome,rolling_mean_cumulativeincome,rolling_std_cumulativeincome,is_anomaly
-0.26780391827708666,3.312938789786611,-0.2294180983986201,5.238221254097949,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.13880833769597206,-0.07091369180769326,-0.03055635111510901,-8.033819843083116,-0.07098164588220736,-0.07260089377520772,0.1932380789864034,-0.19207496930540102,0.20121910456875833,D3122729-B35E-EF11-B2FB-005056A80461,MONEY MARKET FUND,2025-03-24,0.0,True,0.2546118724530435,0.0,-1.4856316373157525,0,3,False,-0.015124477871201124,0.02340928646083382,0.10195075750173303,3.194678303317414,2.7181337202648845,1.2569476508870172,4.80208734303077,3.738830169143227,1.7335664556382653,0
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.13727198922523717,-0.06845946900055,-0.03055635111510901,-3.826937545889623,-0.07096098939354463,-0.07252989876371264,0.07786731405203587,-0.19207496930540102,-0.01763055510438104,D3122729-B35E-EF11-B2FB-005056A80461,MONEY MARKET FUND,2025-03-25,0.0,False,0.0,0.0,-1.4698470601434441,1,3,False,0.2546118724530435,0.02340928646083382,0.10195075750173303,-0.13235471251255326,2.2432623824046716,1.6228537631674345,-0.13880833769597206,3.1524232613021885,2.2581794889329876,1
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.1357692846445091,-0.06815863878618143,-0.03055635111510901,-2.424643446825125,-0.07095275246418556,-0.07254077187358127,0.03941039240724668,-0.19207496930540102,-0.01763055510438104,D3122729-B35E-EF11-B2FB-005056A80461,MONEY MARKET FUND,2025-03-26,0.0,False,0.0,0.0,-1.4540624829711355,2,3,False,-0.015124477871201124,0.02340928646083382,0.10195075750173303,-0.1323493215379111,1.7683084221596723,1.777902639328792,-0.13727198922523717,2.5424701891886285,2.5113362195823723,1
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.13426741508314008,-0.06831410327327976,-0.03055635111510901,-1.7234963972928758,-0.07094451615568102,-0.07254972619935542,0.020181931584852097,-0.19207496930540102,-0.01763055510438104,D3122729-B35E-EF11-B2FB-005056A80461,MONEY MARKET FUND,2025-03-27,0.0,False,0.0,0.0,-1.438277905798827,3,3,False,-0.015124477871201124,0.02340928646083382,0.10195075750173303,-0.13234404861809912,1.2932718476430054,1.7780587742991996,-0.1357692846445091,1.9089732649216675,2.5530015154343437,1
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.13276639416615466,-0.068475780502685,-0.03055635111510901,-1.302808167573526,-0.07093628292339911,-0.07255740133573325,0.008644855091415342,-0.19207496930540102,-0.01763055510438104,D3122729-B35E-EF11-B2FB-005056A80461,MONEY MARKET FUND,2025-03-28,0.0,False,0.0,0.0,-1.4224933286265187,4,3,False,-0.015124477871201124,0.02340928646083382,0.10195075750173303,-0.13233877862833088,0.8181514051970981,1.6232800726368113,-0.13426741508314008,1.251575214534876,2.369829698954202,1
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.13126552890094684,-0.0686255588509047,-0.03055635111510901,-1.0223493477606265,-0.07092805004941032,-0.07255740133573325,0.0009534707624575039,-0.19207496930540102,-0.01763055510438104,D3122729-B35E-EF11-B2FB-005056A80461,MONEY MARKET FUND,2025-03-29,0.0,False,0.0,0.0,-1.40670875145421,5,3,True,-0.015124477871201124,0.02340928646083382,0.10195075750173303,-0.13233351161641596,0.3429470978933458,1.2574952626241984,-0.13276639416615466,0.5702769133306852,1.8660547727976928,1
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.1297648192875167,-0.0687551190591816,-0.03055635111510901,-0.8220216193228418,-0.07091981724984812,-0.07255740133573325,-0.00454037518679809,-0.19207496930540102,-0.01763055510438104,D3122729-B35E-EF11-B2FB-005056A80461,MONEY MARKET FUND,2025-03-30,0.0,False,0.0,0.0,-1.3909241742819016,6,3,True,-0.015124477871201124,0.02340928646083382,0.10195075750173303,-0.1323282451506758,-0.13233879961358624,1.1337953877924825e-05,-0.13126552890094684,-0.13427339557192727,0.0032516803625417955,0
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.12826426532586427,-0.06876678420747263,0.008082103817075654,0.3799447513038712,-0.07091158461948562,-0.07255740133573325,-0.00866075964873979,5.206300454537575,-0.01763055510438104,D3122729-B35E-EF11-B2FB-005056A80461,MONEY MARKET FUND,2025-03-31,0.0,False,0.0,0.0,-1.3751395971095932,0,3,False,-0.015124477871201124,-0.015124477871201124,0.0,-0.1323229792311104,-0.13233351409146715,1.1307274424819891e-05,-0.1297648192875167,-0.13276709951905472,0.0032429925155471936,0
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.13882088728536474,-0.07077489832292681,-0.03055635111510901,0.3799447513038712,-0.07090334556066567,-0.07256763485090373,-0.011865503119138887,-0.19207496930540102,-0.01763055510438104,D3122729-B35E-EF11-B2FB-005056A80461,MONEY MARKET FUND,2025-04-01,0.0,False,0.0,0.0,-1.3593550199372848,1,4,False,-0.015124477871201124,-0.015124477871201124,0.0,-0.13231771385771982,-0.13232824561706405,1.1306174572054413e-05,-0.12826426532586427,-0.1329883706705015,0.0036311979504617376,0
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.13732014414307248,-0.07080427119045363,-0.03055635111510901,0.3799447513038712,-0.07089510799080269,-0.07258746228654649,-0.014429297895458167,-0.19207496930540102,-0.01763055510438104,D3122729-B35E-EF11-B2FB-005056A80461,MONEY MARKET FUND,2025-04-02,0.0,False,0.0,0.0,-1.3435704427649762,2,4,False,-0.015124477871201124,-0.015124477871201124,0.0,-0.1323124422170893,-0.13232297812588883,1.1305887860245036e-05,-0.13882088728536474,-0.13320992202743914,0.0038686943360125557,0
