clientid,transactiondate,inflows,outflows,balance,inflow_spike,outflow_spike,client_tenure,cumulativeincome,anomaly_score_pred
B337E83A-6E8D-EF11-B2FF-005056A80461,2025-01-31,0.0,15000.0,65689.451702,0,1,-0.2544346178756912,-0.12309716471578602,3.7369337170831587
B6F7A382-89E8-EF11-B302-005056A80461,2025-04-10,177000.0,0.0,277586.457809,1,0,-0.6964027787003286,-0.13164490942030327,3.8780232688765883
B6F7A382-89E8-EF11-B302-005056A80461,2025-04-29,65000.0,0.0,343251.863133,0,0,-0.39649581242646753,-0.08986535252442503,4.487085059463344
BB02173B-E77F-EF11-B2FE-005056A80461,2024-10-03,4000.0,0.0,4900.676945,0,0,-1.4698470601434441,-0.14028072320661356,15.343278987775946
BB02173B-E77F-EF11-B2FE-005056A80461,2025-01-24,0.0,4959.0,1.210063,0,1,0.31381016032741404,-0.13950952666454275,3.773847055861956
BC1CC0FA-4B6C-EF11-B2FD-005056A80461,2025-01-10,0.0,1304.0,6.381804,0,1,-0.31757292656492514,-0.14023447441087034,3.7803054616578864
BC4DDD14-7F6A-EF11-B2FD-005056A80461,2024-12-27,0.0,100.0,1.268882,0,1,0.31381016032741404,-0.14030484483698163,3.7815316867061077
BC5182CF-17A7-EF11-B300-005056A80461,2024-12-11,5270.0,0.0,9679.962301,1,0,-1.169940093869583,-0.13998462015559301,3.757752708796434
BC5182CF-17A7-EF11-B300-005056A80461,2024-12-13,5835.0,0.0,15517.927398,1,0,-1.138370939524966,-0.13979844725563992,3.8832140716470347
BC5182CF-17A7-EF11-B300-005056A80461,2025-01-09,3605.0,0.0,19173.919146,1,0,-0.712187355872637,-0.13924266969723179,3.7429397922678986
BC5182CF-17A7-EF11-B300-005056A80461,2025-01-10,7983.0,0.0,27160.033138,1,0,-0.6964027787003286,-0.1390471479584588,3.8733452493048994
BC5182CF-17A7-EF11-B300-005056A80461,2025-01-16,0.0,27000.0,175.094106,0,1,-0.6016953156664777,-0.1381014979211546,3.8917311790592377
BC5182CF-17A7-EF11-B300-005056A80461,2025-01-31,4159.0,0.0,4334.741575,1,0,-0.36492665808185054,-0.13806084455252626,3.7637586863084542
BC5182CF-17A7-EF11-B300-005056A80461,2025-02-04,3000.0,0.0,7336.800714,0,0,-0.3017883493926166,-0.14019393782816636,3.896254584902196
BC5182CF-17A7-EF11-B300-005056A80461,2025-02-11,4391.0,0.0,11733.259253,1,0,-0.1912963091864573,-0.13985120636436027,3.7593042783809274
BC5182CF-17A7-EF11-B300-005056A80461,2025-03-11,0.0,5000.0,6768.040758,0,1,0.2506718516381801,-0.13943154424490137,3.7605456941065456
BC5182CF-17A7-EF11-B300-005056A80461,2025-03-19,0.0,6700.0,73.116918,0,1,0.37694846901664797,-0.13911282164397942,3.770744739030924
BC7493EF-2B86-EF11-B2FF-005056A80461,2025-02-17,0.0,11147.92,0.0,0,1,0.5032250863951158,-0.13920285341997085,3.7690819993482734
BE112186-7FA2-EF11-B300-005056A80461,2024-12-02,128.0,0.0,359.432075,0,0,-1.2172938253865084,-0.14031890159267965,3.780356507264517
BE112186-7FA2-EF11-B300-005056A80461,2024-12-16,110.0,0.0,469.972138,1,0,-0.9963097449741897,-0.140284992046089,3.7799301650076287
BE112186-7FA2-EF11-B300-005056A80461,2024-12-23,104.0,0.0,574.374386,1,0,-0.8858177047680303,-0.14025973564582273,3.779512650271178
BE112186-7FA2-EF11-B300-005056A80461,2025-01-29,0.0,200.0,376.776502,0,1,-0.3017883493926166,-0.14020811852763568,3.779960510924881
BE112186-7FA2-EF11-B300-005056A80461,2025-02-25,0.0,150.0,227.79229,0,1,0.12439523425971229,-0.14026429896163425,3.780735543830602
BE112186-7FA2-EF11-B300-005056A80461,2025-03-11,105.0,0.0,333.158008,1,0,0.345379314672031,-0.1403047730701475,3.7809308373493176
BE112186-7FA2-EF11-B300-005056A80461,2025-03-26,102.0,0.0,435.714752,1,0,0.5821479722566582,-0.1402698161547375,3.7804974034326237
BE112186-7FA2-EF11-B300-005056A80461,2025-04-07,102.0,0.0,538.299406,1,0,0.7715628983243599,-0.14030154996700003,3.780511341581538
BFF092D3-CC69-EF11-B2FD-005056A80461,2024-09-06,2500.0,0.0,2500.749853,0,0,-1.4698470601434441,-0.14027614544953185,15.329987101212925
BFF092D3-CC69-EF11-B2FD-005056A80461,2025-04-16,2500.0,0.0,5062.837839,1,0,2.0343290721090383,-0.13999952392318316,3.77011970162278
C1F745C7-6AAD-EF11-B300-005056A80461,2025-01-07,0.0,495.0,13.244354,0,1,-0.8700331275957218,-0.1403002305999956,3.781217621416251
C20B3FD7-3F6C-EF11-B2FD-005056A80461,2024-10-04,4000.0,0.0,4100.773196,1,0,-1.0910172080080405,-0.14029186037699112,3.7608054659360954
C20B3FD7-3F6C-EF11-B2FD-005056A80461,2024-11-25,6000.0,0.0,10123.445019,1,0,-0.2702191950479997,-0.13962479763685245,3.752724545371785
C4BDBD46-B89A-EF11-B2FF-005056A80461,2024-11-06,9000.0,0.0,12001.567615,0,0,-1.4698470601434441,-0.14022479970164858,15.326696817504228
C4BDBD46-B89A-EF11-B2FF-005056A80461,2024-11-07,9500.0,0.0,21503.804082,0,0,-1.4540624829711355,-0.1400843761178537,15.321210201294358
C4BDBD46-B89A-EF11-B2FF-005056A80461,2024-11-08,8300.0,0.0,29806.872396,0,0,-1.438277905798827,-0.13989172241534528,15.317357906476456
C4BDBD46-B89A-EF11-B2FF-005056A80461,2024-12-06,9045.0,0.0,38936.438649,1,0,-0.9963097449741897,-0.13912343836353608,3.7353062345226404
C4BDBD46-B89A-EF11-B2FF-005056A80461,2025-01-06,0.0,10000.0,29076.28401,0,1,-0.5069878526326269,-0.13863761865042806,3.735681729329479
C4BDBD46-B89A-EF11-B2FF-005056A80461,2025-01-08,0.0,10000.0,19082.215566,0,1,-0.4754186982880099,-0.138265187333087,3.867525472614351
C4BDBD46-B89A-EF11-B2FF-005056A80461,2025-01-10,0.0,10000.0,9085.485422,0,1,-0.44384954394339293,-0.1380598791850065,4.189925560379226
C4BDBD46-B89A-EF11-B2FF-005056A80461,2025-01-14,0.0,9000.0,88.707095,0,1,-0.380711235254159,-0.1378575963574597,4.210776503948109
C52B646B-F37C-EF11-B2FE-005056A80461,2024-10-22,0.0,1000.0,15241.36144,0,1,-1.138370939524966,-0.13784487585877347,3.7382860281635457
C52B646B-F37C-EF11-B2FE-005056A80461,2024-11-26,5300.0,0.0,20594.978722,1,0,-0.5859107384941693,-0.13775322144910307,3.7368917008258515
C52B646B-F37C-EF11-B2FE-005056A80461,2024-11-29,0.0,800.0,19800.738563,0,1,-0.5385570069772438,-0.13739157179573974,3.8678787069576517
C52B646B-F37C-EF11-B2FE-005056A80461,2025-01-06,1930.0,0.0,21816.775524,1,0,0.06125692557047837,-0.13941302676919848,3.739471285062094
C52B646B-F37C-EF11-B2FE-005056A80461,2025-01-27,3000.0,0.0,24867.286508,1,0,0.39273304618895644,-0.13624153647030993,3.7327301482259436
C54279E6-EB7F-EF11-B2FE-005056A80461,2025-02-03,0.0,105.37,0.024448,0,1,0.4716559320504988,-0.14032186525526832,3.7815690169533687
C54279E6-EB7F-EF11-B2FE-005056A80461,2025-03-05,105.0,0.0,105.036418,1,0,0.9451932472197532,-0.14032253941143483,3.7815180947986398
C6A2D22D-B15E-EF11-B2FB-005056A80461,2024-09-25,300.0,0.0,802.3133,1,0,-0.9173868591126473,-0.14022157006853544,3.7735213827067917
C6A2D22D-B15E-EF11-B2FB-005056A80461,2024-12-13,0.0,400.0,408.891451,0,1,0.3295947374997225,-0.14025871665723874,3.7796497350689435
C6A2D22D-B15E-EF11-B2FB-005056A80461,2025-02-21,200.0,0.0,612.075396,1,0,1.434515139561316,-0.1402673693012581,3.7801367848761345
C6A2D22D-B15E-EF11-B2FB-005056A80461,2025-04-15,400.0,0.0,1015.767232,1,0,2.271097729693665,-0.14025179916322975,3.779131252652882
