anomaly_score_adjusted,has_trigger,balance_error_flag,has_activity,inflow_spike,outflow_to_inflow,outflow_spike,balance,cumulativeincome,rolling_income_std,incomedistribution,zero_activity_freq,rolling_30_balance_std,ratio,rolling_30_inflows_mean,is_income_distribution_day,gross_activity,clientid,fundname,transactiondate,anomaly_score,is_first_transaction,inflows,outflows,client_tenure,dayofweek,month,is_weekend,lag_inflows,rolling_mean_inflows,rolling_std_inflows,lag_balance,rolling_mean_balance,rolling_std_balance,lag_cumulativeincome,rolling_mean_cumulativeincome,rolling_std_cumulativeincome,is_anomaly
-0.26780391827708666,3.312938789786611,-0.2294180983986201,5.238221254097949,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.1403046001516337,-0.07091369180769326,-0.03049666729353103,-8.033819843083116,-0.07098164588220736,-0.07571444076582017,-0.035837447056564636,5.206300454537575,-0.016050413157282565,E168A60B-F47C-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-09-30,0.0,True,0.0,0.0,-1.4856316373157525,0,9,False,-0.015124477871201124,-0.014846255746060077,0.00073610653948784,3.370809191556849,2.864708781966447,1.3349419451967828,5.058048133558339,3.9392608113519185,1.8238596464547119,0
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.14030383834323584,-0.07082656469347164,-0.03055635111510901,-3.826937545889623,-0.07098138519386145,-0.075722115902198,-0.036670448969448155,-0.19207496930540102,-0.01763055510438104,E168A60B-F47C-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-10-01,0.0,False,0.0,0.0,-1.4698470601434441,1,10,False,-0.0131769229952138,-0.014846255746060077,0.00073610653948784,-0.1626540459672216,2.3603685979764464,1.7235527491416938,-0.1403046001516337,3.322109230973573,2.376189553116835,1
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.14028602961995984,-0.07078586798805639,-0.03055635111510901,-2.424643446825125,-0.07098129213059372,-0.07572659306508508,-0.036948116273742664,-0.19207496930540102,-0.01763055510438104,E168A60B-F47C-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-10-02,0.0,False,0.0,0.0,-1.4540624829711355,2,10,False,-0.015124477871201124,-0.014846255746060077,0.00073610653948784,-0.1626539779322189,1.8559406731943557,1.8882224829345438,-0.14030383834323584,2.679952815533902,2.643003944362152,1
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.1402688259231177,-0.07075943405160331,-0.03055635111510901,-1.7234963972928758,-0.07098120137360774,-0.07573554739085923,-0.037086949925889914,-0.19207496930540102,-0.01763055510438104,E168A60B-F47C-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-10-03,0.0,False,0.0,0.0,-1.438277905798827,3,10,False,-0.015124477871201124,-0.014846255746060077,0.00073610653948784,-0.16265391544224517,1.351425016296181,1.8883882811112018,-0.14028602961995984,2.0127940375667306,2.687274674994258,1
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.14025033054883707,-0.07077899384678464,-0.03055635111510901,-1.302808167573526,-0.07098110219735,-0.07574066414844446,-0.03717025011717827,-0.19207496930540102,-0.01763055510438104,E168A60B-F47C-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-10-04,0.0,False,0.0,0.0,-1.4224933286265187,4,10,False,-0.015124477871201124,-0.014846255746060076,0.00073610653948784,-0.1626538550752808,0.846820308983197,1.7240054576138286,-0.1402688259231177,1.3202572013280103,2.4948460028693593,1
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.1402311465143316,-0.07077995512350725,-0.03055635111510901,-1.0223493477606265,-0.0709809972116426,-0.07574066414844446,-0.037225783578037165,-0.19207496930540102,-0.01763055510438104,E168A60B-F47C-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-10-05,0.0,False,0.0,0.0,-1.40670875145421,5,10,True,-0.015124477871201124,-0.014846255746060076,0.00073610653948784,-0.1626537901758809,0.34212655487199856,1.3355235094673206,-0.14025033054883707,0.602343337493887,1.964781134503462,1
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.14021196417510565,-0.07078368542142952,-0.03055635111510901,-0.8220216193228418,-0.07098089045355943,-0.07574066414844446,-0.03726545033579353,-0.19207496930540102,-0.01763055510438104,E168A60B-F47C-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-10-06,0.0,False,0.0,0.0,-1.3909241742819016,6,10,True,-0.015124477871201124,-0.014846255746060076,0.00073610653948784,-0.16265372286000462,-0.1626538518575623,0.0,-0.1402311465143316,-0.14026524789660508,3.582130824385067e-05,0
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.140193333052885,-0.0707836757237407,-0.03055635111510901,0.3799447513038712,-0.07098078536331681,-0.0757445017166334,-0.037295200404110794,-0.19207496930540102,-0.01763055510438104,E168A60B-F47C-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-10-07,0.0,False,0.0,0.0,-1.3751395971095932,0,10,False,-0.015124477871201124,-0.015124477871201124,0.0,-0.16265365555007705,-0.16265378674429407,0.0,-0.14021196417510565,-0.14024935259678384,3.9903044233387055e-05,0
4.7414168347572465,3.312938789786611,-0.2294180983986201,5.238221254097949,9.404599300416859,-0.10877303264298453,-0.09618500370203342,0.0,-0.13934582701814496,-0.020229145115090132,-0.03055635111510901,-0.8220216193228418,-0.05346567528528514,-0.06874030017715169,-0.029173431753496473,-0.19207496930540102,0.05189569056795205,E168A60B-F47C-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-10-08,0.3291412744809859,False,0.0705679366722412,0.0,-1.3593550199372848,1,10,False,-0.015124477871201124,-0.0028827043649950757,0.03238868830350694,-0.16265359017434403,-0.16126843414121614,0.0036652139368006757,-0.140193333052885,-0.1401124938360566,0.0003395661569593357,0
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.1384934761256123,-0.005298343736526932,-0.03055635111510901,-0.8220216193228418,-0.04882208384107631,-0.06859063501778372,-0.030006433666379992,-0.19207496930540102,-0.01763055510438104,E168A60B-F47C-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-10-09,0.0,False,0.0,0.0,-1.3435704427649762,2,10,False,0.0705679366722412,-0.0028827043649950752,0.03238868830350694,-0.15295650971067343,-0.15988266319966898,0.004732485064949504,-0.13934582701814496,-0.1398564147654355,0.0006860392718927348,0
