anomaly_score_adjusted,has_trigger,balance_error_flag,has_activity,inflow_spike,outflow_to_inflow,outflow_spike,raw_balance,balance,cumulativeincome,rolling_income_std,incomedistribution,zero_activity_freq,rolling_30_balance_std,ratio,rolling_30_inflows_mean,is_income_distribution_day,gross_activity,raw_outflows,clientid,fundname,transactiondate,anomaly_score,is_first_transaction,inflows,outflows,client_tenure,raw_inflows,dayofweek,month,is_weekend,lag_inflows,rolling_mean_inflows,rolling_std_inflows,lag_balance,rolling_mean_balance,rolling_std_balance,lag_cumulativeincome,rolling_mean_cumulativeincome,rolling_std_cumulativeincome,is_anomaly
-0.26780391827708666,1,0,1,0,-0.10877303264298453,0,1000223.043487,1000223.043487,-0.12625595542443607,-0.07091369180769326,-0.03055635111510901,-8.033819843083116,-0.07098164588220736,-0.03948012192601399,1.6284987088808829,0,1.562509811852151,0.0,EE98545E-BFCD-EF11-B300-005056A80461,MONEY MARKET FUND,2025-01-09,0.0,True,999999.0,0.0,-1.4856316373157525,999999.0,3,1,False,-0.015124477871201124,0.26309736904772024,0.7361058162532647,-0.16259306586755068,-0.13115197397992723,0.08318563481437453,-0.1399082329940053,-0.13798789014365895,0.0051733521759296745,0
0.9929842804068618,1,0,1,0,-0.10877303264298453,0,1005443.695347,1005443.695347,-0.11240163745229528,-0.04655840679770726,-0.03055635111510901,-8.033819843083116,-0.06657438196401083,-0.039615716002022586,0.7996626385636932,0,-0.009729845368888646,0.0,EE98545E-BFCD-EF11-B300-005056A80461,MONEY MARKET FUND,2025-01-10,0.08284271247459975,False,5000.0,0.0,-1.4698470601434441,5000.0,4,1,False,1.9324284505612486,0.26448847967342554,0.7355013472811184,0.057495313796524054,-0.09954642508786612,0.1076733170182406,-0.12625595542443607,-0.13404838548592485,0.01082157313299748,1
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,1005666.289644,1005666.289644,-0.09842535749062561,-0.053631304110306297,-0.03055635111510901,-5.229231644954122,-0.06730401331986355,-0.039615716002022586,0.5206072754150183,0,-0.01763055510438104,0.0,EE98545E-BFCD-EF11-B300-005056A80461,MONEY MARKET FUND,2025-01-11,0.0,False,0.0,0.0,-1.4540624829711355,0.0,5,1,True,-0.005386703491264496,0.2644884796734255,0.7355013472811184,0.05864553097100902,-0.06793387714957146,0.11806149292615722,-0.11240163745229528,-0.12811425560896386,0.016783642148012378,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,1005888.862567,1005888.862567,-0.08445041956247576,-0.05678400078162061,-0.03055635111510901,-3.826937545889623,-0.06772513265464473,-0.039615716002022586,0.38107959384068074,0,-0.01763055510438104,0.0,EE98545E-BFCD-EF11-B300-005056A80461,MONEY MARKET FUND,2025-01-12,0.0,False,0.0,0.0,-1.438277905798827,0.0,6,1,True,-0.015124477871201124,0.2644884796734255,0.7355013472811184,0.05869457308111666,-0.036314330837084026,0.1181237504936972,-0.09842535749062561,-0.12018569203451605,0.022422258742438663,0
-0.26780391827708666,1,0,1,0,-0.10877303264298453,0,1007108.916479,1007108.916479,-0.07063364562790986,-0.05449083467450194,-0.03055635111510901,-4.668314005328321,-0.06778882680273257,-0.039914406726060385,0.2976961856612317,0,-0.016050413157282565,0.0,EE98545E-BFCD-EF11-B300-005056A80461,MONEY MARKET FUND,2025-01-13,0.0,False,1000.0,0.0,-1.4224933286265187,1000.0,0,1,False,-0.015124477871201124,0.26476670179856654,0.7353783061655489,0.058743610482091695,-0.004656391200426165,0.10789237776660873,-0.08445041956247576,-0.11028532889726876,0.027067043365771988,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,1007332.309075,1007332.309075,-0.056607241963757715,-0.055105225685512106,-0.03055635111510901,-3.826937545889623,-0.06788324830225084,-0.039853005635037624,0.24182957957063778,0,-0.01763055510438104,0.0,EE98545E-BFCD-EF11-B300-005056A80461,MONEY MARKET FUND,2025-01-14,0.0,False,0.0,0.0,-1.40670875145421,0.0,1,1,False,-0.0131769229952138,0.26476670179856654,0.7353783061655489,0.05901241349769443,0.027008572492914076,0.08360809320158233,-0.07063364562790986,-0.0983832129307888,0.03001979354282177,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,1007528.13665,1007528.13665,-0.044311594459298664,0.031406985033734576,-0.03055635111510901,-3.225954360576267,-0.06797635818794619,-0.04099596136063837,0.20192486093449932,0,-0.01763055510438104,0.0,EE98545E-BFCD-EF11-B300-005056A80461,MONEY MARKET FUND,2025-01-15,0.0,False,0.0,0.0,-1.3909241742819016,0.0,2,1,False,-0.015124477871201124,0.26476670179856654,0.7353783061655489,0.05906163148952044,0.05867969280817166,0.0005546006156914757,-0.056607241963757715,-0.08472655028297357,0.029723754855540498,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,1007741.896712,1007741.896712,-0.030889999605339447,0.029333310606955928,-0.03055635111510901,-2.023987989949554,-0.0680559253385004,-0.04138739331590847,0.17199632195739542,0,-0.01763055510438104,0.0,EE98545E-BFCD-EF11-B300-005056A80461,MONEY MARKET FUND,2025-01-16,0.0,False,0.0,0.0,-1.3751395971095932,0.0,3,1,False,-0.015124477871201124,-0.013455145120354844,0.0036311275430773544,0.059104776339252436,0.058916343992291544,0.00021356661867657129,-0.044311594459298664,-0.07110284230881692,0.029369639598824722,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,1007958.543547,1007958.543547,-0.017287149669028373,0.027980684252796706,-0.03055635111510901,-0.8220216193228418,-0.06812106902408281,-0.04136820547496386,0.14871856941964798,0,-0.01763055510438104,0.0,EE98545E-BFCD-EF11-B300-005056A80461,MONEY MARKET FUND,2025-01-17,0.0,False,0.0,0.0,-1.3593550199372848,0.0,4,1,False,-0.015124477871201124,-0.014846255746060077,0.0007361072731057807,0.059151872085363225,0.05899549726029695,0.00019862190954221445,-0.030889999605339447,-0.05751505833977878,0.02907919520513771,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,1008175.049977,1008175.049977,-0.0036931155003019304,0.024118920127442534,-0.03055635111510901,-0.8220216193228418,-0.06817309417631584,-0.04136820547496386,0.13009636738945,0,-0.01763055510438104,0.0,EE98545E-BFCD-EF11-B300-005056A80461,MONEY MARKET FUND,2025-01-18,0.0,False,0.0,0.0,-1.3435704427649762,0.0,5,1,True,-0.015124477871201124,-0.014846255746060077,0.0007361072731057807,0.05919960384704688,0.05907445891651114,0.00016628839806310638,-0.017287149669028373,-0.043981880912589685,0.028909970247171676,0
