anomaly_score_adjusted,has_trigger,balance_error_flag,has_activity,inflow_spike,outflow_to_inflow,outflow_spike,raw_balance,balance,cumulativeincome,rolling_income_std,incomedistribution,zero_activity_freq,rolling_30_balance_std,ratio,rolling_30_inflows_mean,is_income_distribution_day,gross_activity,raw_outflows,clientid,fundname,transactiondate,anomaly_score,is_first_transaction,inflows,outflows,client_tenure,raw_inflows,dayofweek,month,is_weekend,lag_inflows,rolling_mean_inflows,rolling_std_inflows,lag_balance,rolling_mean_balance,rolling_std_balance,lag_cumulativeincome,rolling_mean_cumulativeincome,rolling_std_cumulativeincome,fusion_score,risk_tier,low_threshold,high_threshold,model_prediction
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,1434205.327156,1434205.327156,0.1681381324433757,-0.05490417065962511,0.9577932560103664,0.3799447513038712,-0.06931374433218901,8.461711356830785,-0.037503450882331674,1,-0.01763055510438104,0.0,D1BBCF2D-738C-EF11-B2FF-005056A80461,FIXED INCOME FUND (USD),2025-03-31,0.0,False,0.0,0.0,0.9451932472197532,0.0,0,3,False,-0.015124477871201124,-0.015124477871201124,0.0,0.15307617100346588,0.15300646316185532,7.489784260409698e-05,0.1583397852285106,0.13847407578545498,0.02134478618618297,0.6,High,0.06273272308359411,0.1153379528393084,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,1400379.621335,1400379.621335,0.16756621833520613,-0.02388981334765956,0.9559607701374006,0.3799447513038712,-0.06929822568142797,15.29615614869141,-0.037503450882331674,1,-0.01763055510438104,0.0,D1BBCF2D-738C-EF11-B2FF-005056A80461,FIXED INCOME FUND (USD),2024-12-31,0.0,False,0.0,0.0,-0.4754186982880099,0.0,1,12,False,-0.015124477871201124,-0.015124477871201124,0.0,0.1456222993152604,0.14554505815448232,8.239012333410907e-05,0.157376948572736,0.13536435398352906,0.023479975653324468,0.5996834822373923,High,0.06273272308359411,0.1153379528393084,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,1425233.591343,1425233.591343,0.16444847919751351,-0.0460054961694541,0.9459711356034675,0.3799447513038712,-0.05943063399975198,9.760400716295596,-0.036392781665153646,1,-0.01763055510438104,0.0,D1BBCF2D-738C-EF11-B2FF-005056A80461,FIXED INCOME FUND (USD),2025-01-31,0.0,False,0.0,0.0,0.013903194053552937,0.0,4,1,False,-0.015124477871201124,-0.015124477871201124,0.0,0.15110164193412687,0.1510377290528734,6.886663896135792e-05,0.1552569197491658,0.13704268876289072,0.01962598209105006,0.5914574481473812,High,0.06273272308359411,0.1153379528393084,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,1434361.984046,1434361.984046,-0.130487033929274,-0.054825322590714466,-0.03055635111510901,0.3799447513038712,-0.06931552295552726,8.463204170856276,-0.037503450882331674,0,-0.01763055510438104,0.0,D1BBCF2D-738C-EF11-B2FF-005056A80461,FIXED INCOME FUND (USD),2025-04-01,0.0,False,0.0,0.0,0.9609778243920617,0.0,1,4,False,-0.015124477871201124,-0.015124477871201124,0.0,0.15311055294374631,0.15304107349163631,7.498577680062994e-05,0.1681381324433757,0.10427160211096345,0.10489056020545398,0.5857699161103411,High,0.06273272308359411,0.1153379528393084,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,1400545.743278,1400545.743278,-0.12989274093811062,-0.018915027844514827,-0.03055635111510901,0.3799447513038712,-0.06928207617646624,15.3019444807097,-0.037503450882331674,0,-0.01763055510438104,0.0,D1BBCF2D-738C-EF11-B2FF-005056A80461,FIXED INCOME FUND (USD),2025-01-01,0.0,False,0.0,0.0,-0.4596341211157014,0.0,2,1,False,-0.015124477871201124,-0.015124477871201124,0.0,0.14565805298440399,0.14558284420248643,8.155695426645469e-05,0.16756621833520613,0.10214861530264559,0.10398222911623865,0.5833872030279271,High,0.06273272308359411,0.1153379528393084,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,1425380.048123,1425380.048123,-0.13112747977591593,-0.04619875555964716,-0.03055635111510901,0.3799447513038712,-0.06005069447401793,9.768497985174221,-0.036392781665153646,0,-0.01763055510438104,0.0,D1BBCF2D-738C-EF11-B2FF-005056A80461,FIXED INCOME FUND (USD),2025-02-01,0.0,False,0.0,0.0,0.029687771225861415,0.0,5,2,True,-0.015124477871201124,-0.015124477871201124,0.0,0.1511338946846272,0.15106965631546673,6.925714269725238e-05,0.16444847919751351,0.10260267372919875,0.1042350231879511,0.5787472211213427,High,0.06273272308359411,0.1153379528393084,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,1434049.273026,1434049.273026,0.1583397852285106,-0.05566044145523109,-0.03055635111510901,0.3799447513038712,-0.06931250957695022,8.461711356830785,-0.037503450882331674,0,-0.01763055510438104,0.0,D1BBCF2D-738C-EF11-B2FF-005056A80461,FIXED INCOME FUND (USD),2025-03-30,0.0,False,0.0,0.0,0.9294086700474447,0.0,6,3,True,-0.015124477871201124,-0.015124477871201124,0.0,0.15304106371135287,0.1529718277548369,7.479874453271994e-05,0.14833472341142243,0.12860349427879897,0.021316544696951985,0.5712444175958374,High,0.06273272308359411,0.1153379528393084,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,1400217.341147,1400217.341147,0.157376948572736,-0.06659379975153325,-0.03055635111510901,0.3799447513038712,-0.06931266314364429,16.141928674957907,-0.037503450882331674,0,-0.01763055510438104,0.0,D1BBCF2D-738C-EF11-B2FF-005056A80461,FIXED INCOME FUND (USD),2024-12-30,0.0,False,0.0,0.0,-0.4912032754603184,0.0,0,12,False,-0.015124477871201124,-0.015124477871201124,0.0,0.1455838537775617,0.14550699732784483,8.302774205552337e-05,0.14642053586995613,0.12451757827403134,0.023661687590033932,0.5700103519334181,High,0.06273272308359411,0.1153379528393084,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,1425087.201265,1425087.201265,0.1552569197491658,-0.046265837433988086,-0.03055635111510901,0.3799447513038712,-0.058908280758636515,9.753120849441208,-0.036392781665153646,0,-0.01763055510438104,0.0,D1BBCF2D-738C-EF11-B2FF-005056A80461,FIXED INCOME FUND (USD),2025-01-30,0.0,False,0.0,0.0,-0.0018813831187555418,0.0,3,1,False,-0.015124477871201124,-0.015124477871201124,0.0,0.15106941622401493,0.15100592061163715,6.846655040093095e-05,0.1460730664137571,0.12797775091893748,0.01951196275403244,0.5649745281961901,High,0.06273272308359411,0.1153379528393084,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,1433889.92664,1433889.92664,0.14833472341142243,-0.048573634304224934,-0.03055635111510901,0.3799447513038712,-0.0693118426653272,8.461711356830785,-0.037503450882331674,0,-0.01763055510438104,0.0,D1BBCF2D-738C-EF11-B2FF-005056A80461,FIXED INCOME FUND (USD),2025-03-29,0.0,False,0.0,0.0,0.9136240928751362,0.0,5,3,True,-0.015124477871201124,-0.015124477871201124,0.0,0.1530059391328852,0.15293713614311946,7.465336491366323e-05,0.13832473523754718,0.11871689525970884,0.02127511364918813,0.5430099905350566,High,0.06273272308359411,0.1153379528393084,0
