anomaly_score_adjusted,has_trigger,balance_error_flag,has_activity,inflow_spike,outflow_to_inflow,outflow_spike,raw_balance,balance,cumulativeincome,rolling_income_std,incomedistribution,zero_activity_freq,rolling_30_balance_std,ratio,rolling_30_inflows_mean,is_income_distribution_day,gross_activity,raw_outflows,clientid,fundname,transactiondate,anomaly_score,is_first_transaction,inflows,outflows,client_tenure,raw_inflows,dayofweek,month,is_weekend,lag_inflows,rolling_mean_inflows,rolling_std_inflows,lag_balance,rolling_mean_balance,rolling_std_balance,lag_cumulativeincome,rolling_mean_cumulativeincome,rolling_std_cumulativeincome,is_anomaly
-0.26780391827708666,1,0,1,0,-0.10877303264298453,0,20003.901816,20003.901816,-0.14007823958262267,-0.07091369180769326,-0.03055635111510901,-8.033819843083116,-0.07098164588220736,-0.07535882611364668,-0.004183374366990868,0,0.01397228383758854,0.0,C5EDB331-36E5-EF11-B301-005056A80461,MONEY MARKET FUND,2025-02-10,0.0,True,20000.0,0.0,-1.4856316373157525,20000.0,0,2,False,-0.015124477871201124,-0.008168924742674966,0.014567968337989241,-0.161772442714435,-0.161799978397958,0.00152634093350427,-0.1402131671329145,-0.14008270118166347,0.00011252240589840963,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,20007.721709,20007.721709,-0.13983839563912925,-0.07032540246636149,-0.03055635111510901,-3.826937545889623,-0.07097842113613317,-0.0753626636818356,-0.020843412624661273,0,-0.01763055510438104,0.0,C5EDB331-36E5-EF11-B301-005056A80461,MONEY MARKET FUND,2025-02-11,0.0,False,0.0,0.0,-1.4698470601434441,0.0,1,2,False,0.023826619648545388,-0.008168924742674966,0.014567968337989241,-0.15846716019018176,-0.16120274347629085,0.0019095103101265626,-0.14007823958262267,-0.14005646135780478,0.00014557795431757018,0
1.959414637948127,1,0,1,0,-0.10877303264298453,0,30013.418933,30013.418933,-0.13948067759018776,-0.060138538623150904,-0.03055635111510901,-5.229231644954122,-0.06408355409942275,-0.07509339431391288,-0.020843412624661273,0,-0.0018291356333962508,0.0,C5EDB331-36E5-EF11-B301-005056A80461,MONEY MARKET FUND,2025-02-12,0.14634403039626703,False,10000.0,0.0,-1.4540624829711355,10000.0,2,2,False,-0.015124477871201124,-0.0053867034912645,0.014874696045200681,-0.15846631858904628,-0.16029059120245112,0.002529160799421549,-0.13983839563912925,-0.13998073918531634,0.000263456688006531,1
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,30019.321351,30019.321351,-0.13911007579341847,-0.05950817384211927,-0.03055635111510901,-3.826937545889623,-0.06408151940193907,-0.0750793232305535,-0.025008422189078873,0,-0.01763055510438104,0.0,C5EDB331-36E5-EF11-B301-005056A80461,MONEY MARKET FUND,2025-02-13,0.0,False,0.0,0.0,-1.438277905798827,0.0,3,2,False,0.004351070888672133,-0.0053867034912645,0.014874696045200681,-0.15626185732666642,-0.15937825895053498,0.002684602457562872,-0.13948067759018776,-0.1398537259085584,0.00042056411428442053,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,30025.483769,30025.483769,-0.13872314908249364,-0.05933072075095081,-0.03055635111510901,-2.985561086450924,-0.06443362325774801,-0.0750390287645698,-0.027507427927729432,0,-0.01763055510438104,0.0,C5EDB331-36E5-EF11-B301-005056A80461,MONEY MARKET FUND,2025-02-14,0.0,False,0.0,0.0,-1.4224933286265187,0.0,4,2,False,-0.015124477871201124,-0.0053867034912645,0.014874696045200681,-0.15626055690236373,-0.15846573830756863,0.0024650413177764305,-0.13911007579341847,-0.13967302395376496,0.0005905971890861072,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,30031.303823,30031.303823,-0.1383577187673763,-0.060128294572499935,-0.03055635111510901,-2.424643446825125,-0.06480627521794821,-0.0750390287645698,-0.029173431753496473,0,-0.01763055510438104,0.0,C5EDB331-36E5-EF11-B301-005056A80461,MONEY MARKET FUND,2025-02-15,0.0,False,0.0,0.0,-1.40670875145421,0.0,5,2,True,-0.015124477871201124,-0.006777814116969733,0.015323279800608929,-0.15625919919470382,-0.15767792169061307,0.0020837829487505384,-0.13872314908249364,-0.13940020336973674,0.0007010091376682476,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,30037.123299,30037.123299,-0.13799232474379888,-0.06080034339158066,-0.03055635111510901,-2.023987989949554,-0.06514474830134051,-0.0750390287645698,-0.030363434486187214,0,-0.01763055510438104,0.0,C5EDB331-36E5-EF11-B301-005056A80461,MONEY MARKET FUND,2025-02-16,0.0,False,0.0,0.0,-1.3909241742819016,0.0,6,2,True,-0.015124477871201124,-0.006777814116969733,0.015323279800608929,-0.15625791691688742,-0.15688994912661042,0.001077153427665611,-0.1383577187673763,-0.13908294017129166,0.000770833256101071,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,30042.959625,30042.959625,-0.1376258727402079,-0.06290055942331213,-0.03055635111510901,-0.8220216193228418,-0.06544265037199164,-0.0750403079539661,-0.03125593653570527,0,-0.01763055510438104,0.0,C5EDB331-36E5-EF11-B301-005056A80461,MONEY MARKET FUND,2025-02-17,0.0,False,0.0,0.0,-1.3751395971095932,0.0,0,2,False,-0.015124477871201124,-0.012342256619790661,0.007361065482594605,-0.15625663476641635,-0.156573976085662,0.0008344466236525057,-0.13799232474379888,-0.1387326020509467,0.0007998302364701459,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,30048.747145,30048.747145,-0.13726248517415648,-0.06942576535150233,-0.03055635111510901,-0.8220216193228418,-0.06570376735045814,-0.07504286633275874,-0.031950104796441545,0,-0.01763055510438104,0.0,C5EDB331-36E5-EF11-B301-005056A80461,MONEY MARKET FUND,2025-02-18,0.0,False,0.0,0.0,-1.3593550199372848,0.0,1,2,False,-0.015124477871201124,-0.012342256619790663,0.007361065482594605,-0.15625534890354306,-0.1562579411148893,2.5037823729206165e-06,-0.1376258727402079,-0.13836461484166487,0.000798846304745771,0
-0.26780391827708666,0,0,0,0,-0.10877303264298453,0,30054.45604,30054.45604,-0.13690403432493378,-0.06944729801263635,-0.03055635111510901,0.3799447513038712,-0.06593355805068553,-0.07505373944262735,-0.032505439405030555,0,-0.01763055510438104,0.0,C5EDB331-36E5-EF11-B301-005056A80461,MONEY MARKET FUND,2025-02-19,0.0,False,0.0,0.0,-1.3435704427649762,0.0,2,2,False,-0.015124477871201124,-0.015124477871201124,0.0,-0.15625407379363723,-0.15625664949771395,2.4787649827912695e-06,-0.13726248517415648,-0.1379965229466286,0.0007924845315758571,0
